team_code,team,opponent,series_id,year,date,day_name,game_order,start_h_et,end_h_et,log_mins,result,round,series_result,last_game_date,last_game,expect,sponsor,stock_symbol,stock_exchange,industry,subsidiary,close_date,close_price0,open_date,open_price1,delta_pct,delta_pct_abs,game_conf,team_conf
BOS,"Boston Celtics","Milwaukee Bucks",67,2022,2022-05-03,Tuesday,2,19:00:00,21:31:00,151,L,"Conference Semi Final",W,2022-05-15,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-05-03,51.83000183105469,2022-05-04,51.599998474121094,-0.4437649021956699,0.4437649021956699,East,East
BOS,"Boston Celtics","Milwaukee Bucks",67,2022,2022-05-09,Monday,4,19:30:00,22:03:00,153,W,"Conference Semi Final",W,2022-05-15,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-05-09,44.349998474121094,2022-05-10,45.400001525878906,2.367537965915614,2.367537965915614,East,East
BOS,"Boston Celtics","Milwaukee Bucks",67,2022,2022-05-11,Wednesday,5,19:00:00,21:31:00,151,L,"Conference Semi Final",W,2022-05-15,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-05-11,42.959999084472656,2022-05-12,42.66999816894531,-0.6750487004366834,0.6750487004366834,East,East
BOS,"Boston Celtics","Miami Heat",62,2022,2022-05-17,Tuesday,1,20:30:00,23:09:00,159,L,"Conference Final",W,2022-05-29,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-05-17,45.560001373291016,2022-05-18,44.560001373291016,-2.1949077477118726,2.1949077477118726,East,East
BOS,"Boston Celtics","Miami Heat",62,2022,2022-05-19,Thursday,2,20:30:00,22:46:00,136,W,"Conference Final",W,2022-05-29,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-05-19,43.75,2022-05-20,44.56999969482422,1.8742850167410716,1.8742850167410716,East,East
BOS,"Boston Celtics","Miami Heat",62,2022,2022-05-23,Monday,4,20:30:00,22:50:00,140,L,"Conference Final",W,2022-05-29,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-05-23,43.529998779296875,2022-05-24,43.099998474121094,-0.9878252176296681,0.9878252176296681,East,East
BOS,"Boston Celtics","Miami Heat",62,2022,2022-05-25,Wednesday,5,20:30:00,22:50:00,140,W,"Conference Final",W,2022-05-29,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-05-25,43.13999938964844,2022-05-26,43.7400016784668,1.39082590938175,1.39082590938175,East,East
BOS,"Boston Celtics","Golden State Warriors",61,2022,2022-06-02,Thursday,1,21:00:00,23:19:00,139,W,Final,L,2022-06-16,0,Underdog,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-06-02,43.5,2022-06-03,42.779998779296875,-1.655175220007184,1.655175220007184,NULL,East
BOS,"Boston Celtics","Golden State Warriors",61,2022,2022-06-08,Wednesday,3,21:00:00,23:26:00,146,W,Final,L,2022-06-16,0,Underdog,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-06-08,41.720001220703125,2022-06-09,41.220001220703125,-1.1984659285002133,1.1984659285002133,NULL,East
BOS,"Boston Celtics","Golden State Warriors",61,2022,2022-06-13,Monday,5,21:00:00,23:27:00,147,W,Final,L,2022-06-16,0,Underdog,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-06-13,37.439998626708984,2022-06-14,37.560001373291016,0.3205201682257103,0.3205201682257103,NULL,East
BOS,"Boston Celtics","Golden State Warriors",61,2022,2022-06-16,Thursday,6,21:00:00,23:20:00,140,W,Final,L,2022-06-16,1,Underdog,Vistaprint,CMPR,NASDAQ,E-commerce,1,2022-06-16,38.939998626708984,2022-06-17,38.959999084472656,0.05136224568316636,0.05136224568316636,NULL,East
BOS,"Boston Celtics","Atlanta Hawks",87,2023,2023-04-18,Tuesday,2,19:00:00,21:03:00,123,W,"First Round",W,2023-04-27,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-04-18,43.95000076293945,2023-04-19,43.58000183105469,-0.8418633116310769,0.8418633116310769,East,East
BOS,"Boston Celtics","Atlanta Hawks",87,2023,2023-04-25,Tuesday,5,19:30:00,21:48:00,138,L,"First Round",W,2023-04-27,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-04-25,43.70000076293945,2023-04-26,43.220001220703125,-1.09839710264582,1.09839710264582,East,East
BOS,"Boston Celtics","Atlanta Hawks",87,2023,2023-04-27,Thursday,6,20:30:00,22:54:00,144,W,"First Round",W,2023-04-27,1,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-04-27,52.4900016784668,2023-04-28,52.63999938964844,0.28576434822857866,0.28576434822857866,East,East
BOS,"Boston Celtics","Philadelphia 76ers",81,2023,2023-05-01,Monday,1,19:30:00,21:46:00,136,L,"Conference Semi Final",W,2023-05-14,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-05-01,51.22999954223633,2023-05-02,51,-0.44895480049088443,0.44895480049088443,East,East
BOS,"Boston Celtics","Philadelphia 76ers",81,2023,2023-05-03,Wednesday,2,20:00:00,22:13:00,133,L,"Conference Semi Final",W,2023-05-14,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-05-03,48.970001220703125,2023-05-04,48.560001373291016,-0.8372469617966296,0.8372469617966296,East,East
BOS,"Boston Celtics","Philadelphia 76ers",81,2023,2023-05-09,Tuesday,5,19:30:00,21:55:00,145,L,"Conference Semi Final",W,2023-05-14,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-05-09,44.2599983215332,2023-05-10,45.220001220703125,2.169007988197019,2.169007988197019,East,East
BOS,"Boston Celtics","Philadelphia 76ers",81,2023,2023-05-11,Thursday,6,19:30:00,21:50:00,140,W,"Conference Semi Final",W,2023-05-14,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-05-11,44.959999084472656,2023-05-12,45.18000030517578,0.4893265684676235,0.4893265684676235,East,East
BOS,"Boston Celtics","Miami Heat",77,2023,2023-05-17,Wednesday,1,20:30:00,22:48:00,138,L,"Conference Final",L,2023-05-29,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-05-17,49.81999969482422,2023-05-18,49.47999954223633,-0.6824571550995274,0.6824571550995274,East,East
BOS,"Boston Celtics","Miami Heat",77,2023,2023-05-23,Tuesday,4,20:30:00,22:52:00,142,L,"Conference Final",L,2023-05-29,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-05-23,50.63999938964844,2023-05-24,50.31999969482422,-0.6319109373639357,0.6319109373639357,East,East
BOS,"Boston Celtics","Miami Heat",77,2023,2023-05-25,Thursday,5,20:30:00,22:38:00,128,L,"Conference Final",L,2023-05-29,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2023-05-25,48.93000030517578,2023-05-26,48.869998931884766,-0.12262696283831562,0.12262696283831562,East,East
BOS,"Boston Celtics","Miami Heat",105,2024,2024-04-24,Wednesday,2,19:00:00,21:19:00,139,L,"First Round",W,2024-05-01,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-04-24,89.37999725341797,2024-04-25,87.9800033569336,-1.5663391580948365,1.5663391580948365,East,East
BOS,"Boston Celtics","Miami Heat",105,2024,2024-04-29,Monday,4,19:30:00,21:50:00,140,L,"First Round",W,2024-05-01,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-04-29,89.31999969482422,2024-04-30,88.62999725341797,-0.7725060946750465,0.7725060946750465,East,East
BOS,"Boston Celtics","Miami Heat",105,2024,2024-05-01,Wednesday,5,19:30:00,21:41:00,131,L,"First Round",W,2024-05-01,1,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-05-01,84.30000305175781,2024-05-02,80.93000030517578,-3.997630634144752,3.997630634144752,East,East
BOS,"Boston Celtics","Cleveland Cavaliers",94,2024,2024-05-07,Tuesday,1,19:00:00,21:09:00,129,L,"Conference Semi Final",W,2024-05-15,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-05-07,84.23999786376953,2024-05-08,83.2699966430664,-1.1514734630831576,1.1514734630831576,East,East
BOS,"Boston Celtics","Cleveland Cavaliers",94,2024,2024-05-09,Thursday,2,19:00:00,21:14:00,134,W,"Conference Semi Final",W,2024-05-15,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-05-09,87.27999877929688,2024-05-10,87.93000030517578,0.744731364539259,0.744731364539259,East,East
BOS,"Boston Celtics","Cleveland Cavaliers",94,2024,2024-05-13,Monday,4,19:00:00,21:22:00,142,W,"Conference Semi Final",W,2024-05-15,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-05-13,85.61000061035156,2024-05-14,86.69999694824219,1.273211459081368,1.273211459081368,East,East
BOS,"Boston Celtics","Cleveland Cavaliers",94,2024,2024-05-15,Wednesday,5,19:00:00,21:14:00,134,L,"Conference Semi Final",W,2024-05-15,1,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-05-15,84.66999816894531,2024-05-16,83.66999816894531,-1.1810558894836178,1.1810558894836178,East,East
BOS,"Boston Celtics","Indiana Pacers",93,2024,2024-05-21,Tuesday,1,20:00:00,22:46:00,166,W,"Conference Final",W,2024-05-27,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-05-21,82.54000091552734,2024-05-22,82.27999877929688,-0.3150013730876485,0.3150013730876485,East,East
BOS,"Boston Celtics","Indiana Pacers",93,2024,2024-05-23,Thursday,2,20:00:00,22:21:00,141,W,"Conference Final",W,2024-05-27,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-05-23,81.97000122070312,2024-05-24,82.76000213623047,0.9637683344669922,0.9637683344669922,East,East
BOS,"Boston Celtics","Dallas Mavericks",91,2024,2024-06-06,Thursday,1,20:30:00,22:42:00,132,L,Final,W,2024-06-17,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-06-06,88.01000213623047,2024-06-07,86.75,-1.431657886202655,1.431657886202655,NULL,East
BOS,"Boston Celtics","Dallas Mavericks",91,2024,2024-06-12,Wednesday,3,20:30:00,22:51:00,141,L,Final,W,2024-06-17,0,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-06-12,87.23999786376953,2024-06-13,87.13999938964844,-0.11462457195064052,0.11462457195064052,NULL,East
BOS,"Boston Celtics","Dallas Mavericks",91,2024,2024-06-17,Monday,5,20:30:00,22:51:00,141,L,Final,W,2024-06-17,1,Favorite,Vistaprint,CMPR,NASDAQ,E-commerce,1,2024-06-17,83.12999725341797,2024-06-18,82.76000213623047,-0.44508015086249425,0.44508015086249425,NULL,East
BRK,"Brooklyn Nets","Boston Celtics",58,2021,2021-05-25,Tuesday,2,19:30:00,21:45:00,135,W,"First Round",W,2021-06-01,0,Favorite,Motorola,MSI,NYSE,Telecommunications,0,2021-05-25,194.6907958984375,2021-05-26,193.32502323855635,-0.7015085913941277,0.7015085913941277,East,East
BRK,"Brooklyn Nets","Boston Celtics",58,2021,2021-06-01,Tuesday,5,19:30:00,21:52:00,142,W,"First Round",W,2021-06-01,1,Favorite,Motorola,MSI,NYSE,Telecommunications,0,2021-06-01,195.9228057861328,2021-06-02,199.3228220849318,1.735385671492684,1.735385671492684,East,East
BRK,"Brooklyn Nets","Milwaukee Bucks",52,2021,2021-06-07,Monday,2,19:30:00,21:37:00,127,L,"Conference Semi Final",L,2021-06-19,0,Favorite,Motorola,MSI,NYSE,Telecommunications,0,2021-06-07,198.3582305908203,2021-06-08,199.86724635084167,0.7607527832481031,0.7607527832481031,East,East
BRK,"Brooklyn Nets","Milwaukee Bucks",52,2021,2021-06-10,Thursday,3,19:30:00,21:55:00,145,L,"Conference Semi Final",L,2021-06-19,0,Favorite,Motorola,MSI,NYSE,Telecommunications,0,2021-06-10,203.0284881591797,2021-06-11,204.10773478376353,0.5315739846999636,0.5315739846999636,East,East
BRK,"Brooklyn Nets","Milwaukee Bucks",52,2021,2021-06-15,Tuesday,5,20:30:00,23:01:00,151,W,"Conference Semi Final",L,2021-06-19,0,Favorite,Motorola,MSI,NYSE,Telecommunications,0,2021-06-15,202.13819885253906,2021-06-16,202.5215037578327,0.189625171031263,0.189625171031263,East,East
BRK,"Brooklyn Nets","Milwaukee Bucks",52,2021,2021-06-17,Thursday,6,20:30:00,22:51:00,141,W,"Conference Semi Final",L,2021-06-19,0,Favorite,Motorola,MSI,NYSE,Telecommunications,0,2021-06-17,202.08071899414062,2021-06-18,201.16075172278008,-0.4552474258502725,0.4552474258502725,East,East
CLE,"Cleveland Cavaliers","Indiana Pacers",12,2018,2018-04-18,Wednesday,2,19:00:00,21:25:00,145,L,"First Round",W,2018-04-29,0,Favorite,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-04-18,25.48752212524414,2018-04-19,25.496862871334404,0.03664830988419899,0.03664830988419899,East,East
CLE,"Cleveland Cavaliers","Indiana Pacers",12,2018,2018-04-25,Wednesday,5,19:00:00,21:31:00,151,W,"First Round",W,2018-04-29,0,Favorite,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-04-25,23.83382225036621,2018-04-26,23.740393638580404,-0.3920001198480519,0.3920001198480519,East,East
CLE,"Cleveland Cavaliers","Toronto Raptors",4,2018,2018-05-01,Tuesday,1,20:00:00,22:53:00,173,W,"Conference Semi Final",W,2018-05-07,0,Underdog,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-05-01,23.862056732177734,2018-05-02,23.918424931959112,0.23622523579606677,0.23622523579606677,East,East
CLE,"Cleveland Cavaliers","Toronto Raptors",4,2018,2018-05-03,Thursday,2,18:00:00,20:19:00,139,W,"Conference Semi Final",W,2018-05-07,0,Underdog,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-05-03,23.56143569946289,2018-05-04,23.533249680626255,-0.11962776460722094,0.11962776460722094,East,East
CLE,"Cleveland Cavaliers","Toronto Raptors",4,2018,2018-05-07,Monday,4,20:30:00,22:57:00,147,L,"Conference Semi Final",W,2018-05-07,1,Underdog,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-05-07,23.63658905029297,2018-05-08,23.599010381570952,-0.1589851591617469,0.1589851591617469,East,East
CLE,"Cleveland Cavaliers","Boston Celtics",3,2018,2018-05-15,Tuesday,2,20:30:00,22:51:00,141,W,"Conference Final",W,2018-05-27,0,Favorite,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-05-15,24.200258255004883,2018-05-16,24.219049288457285,0.07764806992717016,0.07764806992717016,East,East
CLE,"Cleveland Cavaliers","Boston Celtics",3,2018,2018-05-21,Monday,4,20:30:00,23:00:00,150,W,"Conference Final",W,2018-05-27,0,Favorite,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-05-21,24.463306427001953,2018-05-22,24.519672064508132,0.23040890925506313,0.23040890925506313,East,East
CLE,"Cleveland Cavaliers","Boston Celtics",3,2018,2018-05-23,Wednesday,5,20:30:00,22:51:00,141,L,"Conference Final",W,2018-05-27,0,Favorite,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-05-23,23.739927291870117,2018-05-24,23.721140229093688,-0.07913698532203507,0.07913698532203507,East,East
CLE,"Cleveland Cavaliers","Golden State Warriors",1,2018,2018-05-31,Thursday,1,21:00:00,23:38:00,158,L,Final,L,2018-06-08,0,Underdog,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-05-31,22.950788497924805,2018-06-01,23.242018694730334,1.268933295393584,1.268933295393584,NULL,East
CLE,"Cleveland Cavaliers","Golden State Warriors",1,2018,2018-06-06,Wednesday,3,21:00:00,23:19:00,139,L,Final,L,2018-06-08,0,Underdog,"Goodyear Tires",GT,NASDAQ,Automotive,0,2018-06-06,23.50506591796875,2018-06-07,23.75871467590332,1.0791237889729348,1.0791237889729348,NULL,East
CLE,"Cleveland Cavaliers","New York Knicks",89,2023,2023-04-18,Tuesday,2,19:30:00,21:51:00,141,L,"First Round",L,2023-04-26,0,Favorite,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2023-04-18,17.190000534057617,2023-04-19,16.93000030517578,-1.5125085561615403,1.5125085561615403,East,East
CLE,"Cleveland Cavaliers","New York Knicks",89,2023,2023-04-26,Wednesday,5,19:00:00,21:25:00,145,W,"First Round",L,2023-04-26,1,Favorite,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2023-04-26,14.84000015258789,2023-04-27,15,1.0781660765967553,1.0781660765967553,East,East
CLE,"Cleveland Cavaliers","Orlando Magic",104,2024,2024-04-22,Monday,2,19:00:00,21:31:00,151,W,"First Round",W,2024-05-05,0,Favorite,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2024-04-22,20.850000381469727,2024-04-23,19.920000076293945,-4.460433036741389,4.460433036741389,East,East
CLE,"Cleveland Cavaliers","Orlando Magic",104,2024,2024-04-25,Thursday,3,19:00:00,21:10:00,130,W,"First Round",W,2024-05-05,0,Favorite,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2024-04-25,18.229999542236328,2024-04-26,18.239999771118164,0.054855892117094254,0.054855892117094254,East,East
CLE,"Cleveland Cavaliers","Orlando Magic",104,2024,2024-04-30,Tuesday,5,20:00:00,22:31:00,151,W,"First Round",W,2024-05-05,0,Favorite,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2024-04-30,16.899999618530273,2024-05-01,16.979999542236328,0.47337234030666775,0.47337234030666775,East,East
CLE,"Cleveland Cavaliers","Boston Celtics",94,2024,2024-05-07,Tuesday,1,19:00:00,21:09:00,129,W,"Conference Semi Final",L,2024-05-15,0,Underdog,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2024-05-07,17.309999465942383,2024-05-08,17.1200008392334,-1.0976235272728274,1.0976235272728274,East,East
CLE,"Cleveland Cavaliers","Boston Celtics",94,2024,2024-05-09,Thursday,2,19:00:00,21:14:00,134,L,"Conference Semi Final",L,2024-05-15,0,Underdog,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2024-05-09,17.450000762939453,2024-05-10,17.5,0.2865285666160882,0.2865285666160882,East,East
CLE,"Cleveland Cavaliers","Boston Celtics",94,2024,2024-05-13,Monday,4,19:00:00,21:22:00,142,L,"Conference Semi Final",L,2024-05-15,0,Underdog,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2024-05-13,17.700000762939453,2024-05-14,17.889999389648438,1.0734385227079004,1.0734385227079004,East,East
CLE,"Cleveland Cavaliers","Boston Celtics",94,2024,2024-05-15,Wednesday,5,19:00:00,21:14:00,134,W,"Conference Semi Final",L,2024-05-15,1,Underdog,"Cleveland-Cliffs Inc. (CLIFFS)",CLF,NYSE,"Steel Manufacturing",0,2024-05-15,17.8799991607666,2024-05-16,17.90999984741211,0.16778908307410423,0.16778908307410423,East,East
